,method,gamma,interv_gene,test_mse
490,anchor regression,4,ENSG00000112118,0.17175012886631438
491,anchor regression,4,ENSG00000113141,0.3285474314137157
492,anchor regression,4,ENSG00000108064,0.3550626178772971
493,anchor regression,4,ENSG00000198258,0.4345739313763865
494,anchor regression,4,ENSG00000197780,0.2814971602305777
495,anchor regression,4,ENSG00000083896,0.22637081888665503
496,anchor regression,4,ENSG00000183479,0.4439250611606987
497,anchor regression,4,ENSG00000197111,0.15095097919923392
498,anchor regression,4,ENSG00000144034,0.5604825372018599
499,anchor regression,4,ENSG00000268043,0.09572884146926033
500,DRIG,5,ENSG00000205609,0.13327940945560354
501,DRIG,5,ENSG00000205571,0.2574898127351454
502,DRIG,5,ENSG00000100804,0.10637605303778762
503,DRIG,5,ENSG00000204152,0.6560632638739438
